date,cases,lag_1_days_cases,lag_7_days_cases,lag_14_days_cases,rolling_mean_14_days_cases,rolling_mean_28_days_cases
2020-01-22,1.0,,,,,
2020-01-23,1.0,1.0,,,,
2020-01-24,2.0,1.0,,,,
2020-01-25,2.0,2.0,,,,
2020-01-26,5.0,2.0,,,,
2020-01-27,5.0,5.0,,,,
2020-01-28,5.0,5.0,,,,
2020-01-29,6.0,5.0,1.0,,,
2020-01-30,6.0,6.0,1.0,,,
2020-01-31,8.0,6.0,2.0,,,
2020-02-01,8.0,8.0,2.0,,,
2020-02-02,8.0,8.0,5.0,,,
2020-02-03,11.0,8.0,5.0,,,
2020-02-04,11.0,11.0,5.0,,5.642857142857143,
2020-02-05,11.0,11.0,6.0,1.0,6.357142857142857,
2020-02-06,12.0,11.0,6.0,1.0,7.142857142857143,
2020-02-07,12.0,12.0,8.0,2.0,7.857142857142857,
2020-02-08,12.0,12.0,8.0,2.0,8.571428571428571,
2020-02-09,12.0,12.0,8.0,5.0,9.071428571428571,
2020-02-10,12.0,12.0,11.0,5.0,9.571428571428571,
2020-02-11,13.0,12.0,11.0,5.0,10.142857142857142,
2020-02-12,13.0,13.0,11.0,6.0,10.642857142857142,
2020-02-13,14.0,13.0,12.0,6.0,11.214285714285714,
2020-02-14,14.0,14.0,12.0,8.0,11.642857142857142,
2020-02-15,14.0,14.0,12.0,8.0,12.071428571428571,
2020-02-16,14.0,14.0,12.0,8.0,12.5,
2020-02-17,15.0,14.0,12.0,11.0,12.785714285714286,
2020-02-18,16.0,15.0,13.0,11.0,13.142857142857142,9.392857142857142
2020-02-19,16.0,16.0,13.0,11.0,13.5,9.928571428571429
2020-02-20,16.0,16.0,14.0,12.0,13.785714285714286,10.464285714285714
2020-02-21,16.0,16.0,14.0,12.0,14.071428571428571,10.964285714285714
2020-02-22,16.0,16.0,14.0,12.0,14.357142857142858,11.464285714285714
2020-02-23,16.0,16.0,14.0,12.0,14.642857142857142,11.857142857142858
2020-02-24,17.0,16.0,15.0,12.0,15.0,12.285714285714286
2020-02-25,18.0,17.0,16.0,13.0,15.357142857142858,12.75
2020-02-26,19.0,18.0,16.0,13.0,15.785714285714286,13.214285714285714
2020-02-27,19.0,19.0,16.0,14.0,16.142857142857142,13.678571428571429
2020-02-28,19.0,19.0,16.0,14.0,16.5,14.071428571428571
2020-02-29,26.0,19.0,16.0,14.0,17.357142857142858,14.714285714285714
2020-03-01,39.0,26.0,16.0,14.0,19.142857142857142,15.821428571428571
2020-03-02,57.0,39.0,17.0,15.0,22.142857142857142,17.464285714285715
2020-03-03,79.0,57.0,18.0,16.0,26.642857142857142,19.892857142857142
2020-03-04,113.0,79.0,19.0,16.0,33.57142857142857,23.535714285714285
2020-03-05,184.0,113.0,19.0,16.0,45.57142857142857,29.678571428571427
2020-03-06,247.0,184.0,19.0,16.0,62.07142857142857,38.07142857142857
2020-03-07,417.0,247.0,26.0,16.0,90.71428571428571,52.535714285714285
2020-03-08,538.0,417.0,39.0,16.0,128.0,71.32142857142857
2020-03-09,630.0,538.0,57.0,17.0,171.78571428571428,93.39285714285714
2020-03-10,797.0,630.0,79.0,18.0,227.42857142857142,121.39285714285714
2020-03-11,1156.0,797.0,113.0,19.0,308.64285714285717,162.21428571428572
2020-03-12,1596.0,1156.0,184.0,19.0,421.2857142857143,218.71428571428572
2020-03-13,2222.0,1596.0,247.0,19.0,578.6428571428571,297.57142857142856
2020-03-14,2952.0,2222.0,417.0,26.0,787.6428571428571,402.5
2020-03-15,3234.0,2952.0,538.0,39.0,1015.8571428571429,517.5
2020-03-16,4667.0,3234.0,630.0,57.0,1345.142857142857,683.6428571428571
2020-03-17,6450.0,4667.0,797.0,79.0,1800.2142857142858,913.4285714285714
2020-03-18,9156.0,6450.0,1156.0,113.0,2446.1428571428573,1239.857142857143
2020-03-19,13663.0,9156.0,1596.0,184.0,3408.9285714285716,1727.25
2020-03-20,20064.0,13663.0,2222.0,247.0,4824.428571428572,2443.25
2020-03-21,26056.0,20064.0,2952.0,417.0,6655.785714285715,3373.25
2020-03-22,34944.0,26056.0,3234.0,538.0,9113.357142857143,4620.678571428572
2020-03-23,46096.0,34944.0,4667.0,630.0,12360.92857142857,6266.357142857143
2020-03-24,56714.0,46096.0,6450.0,797.0,16355.0,8291.214285714286
2020-03-25,68841.0,56714.0,9156.0,1156.0,21189.64285714286,10749.142857142857
2020-03-26,86662.0,68841.0,13663.0,1596.0,27265.785714285714,13843.535714285714
2020-03-27,105253.0,86662.0,20064.0,2222.0,34625.142857142855,17601.89285714286
2020-03-28,127417.0,105253.0,26056.0,2952.0,43515.5,22151.571428571428
2020-03-29,143544.0,127417.0,34944.0,3234.0,53537.642857142855,27276.75
2020-03-30,165698.0,143544.0,46096.0,4667.0,65039.857142857145,33192.5
2020-03-31,192079.0,165698.0,56714.0,6450.0,78299.07142857143,40049.642857142855
2020-04-01,227543.0,192079.0,68841.0,9156.0,93898.14285714286,48172.142857142855
2020-04-02,259798.0,227543.0,86662.0,13663.0,111479.21428571429,57444.07142857143
2020-04-03,292201.0,259798.0,105253.0,20064.0,130917.57142857143,67871.0
2020-04-04,323965.0,292201.0,127417.0,26056.0,152196.7857142857,79426.28571428571
2020-04-05,353117.0,323965.0,143544.0,34944.0,174923.42857142858,92018.39285714286
2020-04-06,385110.0,353117.0,165698.0,46096.0,199138.7142857143,105749.82142857143
2020-04-07,415256.0,385110.0,192079.0,56714.0,224748.85714285713,120551.92857142857
2020-04-08,446500.0,415256.0,227543.0,68841.0,251724.5,136457.07142857142
2020-04-09,481981.0,446500.0,259798.0,86662.0,279961.5714285714,153613.67857142858
2020-04-10,516396.0,481981.0,292201.0,105253.0,309328.9285714286,171977.0357142857
2020-04-11,545313.0,516396.0,323965.0,127417.0,339178.64285714284,191347.07142857142
2020-04-12,571551.0,545313.0,353117.0,143544.0,369750.5714285714,211644.10714285713
2020-04-13,598789.0,571551.0,385110.0,165698.0,400685.64285714284,232862.75
2020-04-14,627306.0,598789.0,415256.0,192079.0,431773.28571428574,255036.17857142858
2020-04-15,653345.0,627306.0,446500.0,227543.0,462187.71428571426,278042.9285714286
2020-04-16,682962.0,653345.0,481981.0,259798.0,492413.71428571426,301946.46428571426
2020-04-17,716152.0,682962.0,516396.0,292201.0,522695.9285714286,326806.75
2020-04-18,743464.0,716152.0,545313.0,323965.0,552660.1428571428,352428.46428571426
2020-04-19,768888.0,743464.0,571551.0,353117.0,582358.0714285715,378640.75
2020-04-20,799149.0,768888.0,598789.0,385110.0,611932.2857142857,405535.5
2020-04-21,825478.0,799149.0,627306.0,415256.0,641233.8571428572,432991.35714285716
2020-04-22,855445.0,825478.0,653345.0,446500.0,670444.2142857143,461084.35714285716
2020-04-23,887523.0,855445.0,682962.0,481981.0,699411.5,489686.53571428574
2020-04-24,919014.0,887523.0,716152.0,516396.0,728169.9285714285,518749.4285714286
2020-04-25,949640.0,919014.0,743464.0,545313.0,757050.4285714285,548114.5357142857
2020-04-26,975537.0,949640.0,768888.0,571551.0,785906.5714285715,577828.5714285715
2020-04-27,1000230.0,975537.0,799149.0,598789.0,814580.9285714285,607633.2857142857
2020-04-28,1024834.0,1000230.0,825478.0,627306.0,842975.7857142857,637374.5357142857
2020-04-29,1051643.0,1024834.0,855445.0,653345.0,871425.6428571428,666806.6785714285
2020-04-30,1081150.0,1051643.0,887523.0,682962.0,899867.6428571428,696140.6785714285
2020-05-01,1115972.0,1081150.0,919014.0,716152.0,928426.2142857143,725561.0714285715
2020-05-02,1142619.0,1115972.0,949640.0,743464.0,956937.2857142857,754798.7142857143
2020-05-03,1166189.0,1142619.0,975537.0,768888.0,985315.9285714285,783837.0
2020-05-04,1190240.0,1166189.0,1000230.0,799149.0,1013251.0,812591.6428571428
2020-05-05,1214321.0,1190240.0,1024834.0,825478.0,1041025.5,841129.6785714285
2020-05-06,1238694.0,1214321.0,1051643.0,855445.0,1068400.4285714286,869422.3214285715
2020-05-07,1266904.0,1238694.0,1081150.0,887523.0,1095499.0714285714,897455.2857142857
2020-05-08,1294111.0,1266904.0,1115972.0,919014.0,1122291.7142857143,925230.8214285715
2020-05-09,1318358.0,1294111.0,1142619.0,949640.0,1148628.7142857143,952839.5714285715
2020-05-10,1337061.0,1318358.0,1166189.0,975537.0,1174451.857142857,980179.2142857143
2020-05-11,1356283.0,1337061.0,1190240.0,1000230.0,1199884.2142857143,1007232.5714285715
2020-05-12,1379661.0,1356283.0,1214321.0,1024834.0,1225229.0,1034102.3928571428
2020-05-13,1399662.0,1379661.0,1238694.0,1051643.0,1250087.5,1060756.5714285714
2020-05-14,1425539.0,1399662.0,1266904.0,1081150.0,1274686.7142857143,1087277.1785714286
2020-05-15,1449938.0,1425539.0,1294111.0,1115972.0,1298541.4285714286,1113483.8214285714
2020-05-16,1473806.0,1449938.0,1318358.0,1142619.0,1322197.642857143,1139567.4642857143
2020-05-17,1492449.0,1473806.0,1337061.0,1166189.0,1345501.9285714286,1165408.9285714286
2020-05-18,1514833.0,1492449.0,1356283.0,1190240.0,1368687.142857143,1190969.0714285714
2020-05-19,1535591.0,1514833.0,1379661.0,1214321.0,1391635.0,1216330.25
2020-05-20,1558430.0,1535591.0,1399662.0,1238694.0,1414473.2857142857,1241436.857142857
2020-05-21,1583542.0,1558430.0,1425539.0,1266904.0,1437090.2857142857,1266294.6785714286
2020-05-22,1607464.0,1583542.0,1449938.0,1294111.0,1459472.642857143,1290882.1785714286
2020-05-23,1627392.0,1607464.0,1473806.0,1318358.0,1481546.5,1315087.607142857
2020-05-24,1647513.0,1627392.0,1492449.0,1337061.0,1503721.642857143,1339086.75
2020-05-25,1666699.0,1647513.0,1514833.0,1356283.0,1525894.2142857143,1362889.2142857143
2020-05-26,1685395.0,1666699.0,1535591.0,1379661.0,1547732.357142857,1386480.6785714286
2020-05-27,1704200.0,1685395.0,1558430.0,1399662.0,1569485.0714285714,1409786.2857142857
2020-05-28,1725329.0,1704200.0,1583542.0,1425539.0,1590898.642857143,1432792.6785714286
2020-05-29,1750066.0,1725329.0,1607464.0,1449938.0,1612336.357142857,1455438.892857143
2020-05-30,1772783.0,1750066.0,1627392.0,1473806.0,1633691.857142857,1477944.75
2020-05-31,1791547.0,1772783.0,1647513.0,1492449.0,1655056.0,1500278.9642857143
2020-06-01,1809384.0,1791547.0,1666699.0,1514833.0,1676095.357142857,1522391.25
2020-06-02,1829340.0,1809384.0,1685395.0,1535591.0,1697077.4285714286,1544356.2142857143
2020-06-03,1848388.0,1829340.0,1704200.0,1558430.0,1717788.7142857143,1566131.0
2020-06-04,1876099.0,1848388.0,1725329.0,1583542.0,1738685.642857143,1587887.9642857143
2020-06-05,1902280.0,1876099.0,1750066.0,1607464.0,1759743.9285714286,1609608.2857142857
2020-06-06,1922433.0,1902280.0,1772783.0,1627392.0,1780818.2857142857,1631182.392857143
2020-06-07,1940242.0,1922433.0,1791547.0,1647513.0,1801727.5,1652724.5714285714
2020-06-08,1957154.0,1940242.0,1809384.0,1666699.0,1822474.2857142857,1674184.25
2020-06-09,1977478.0,1957154.0,1829340.0,1685395.0,1843337.357142857,1695534.857142857
2020-06-10,1999224.0,1977478.0,1848388.0,1704200.0,1864410.5,1716947.7857142857
2020-06-11,2021527.0,1999224.0,1876099.0,1725329.0,1885567.5,1738233.0714285714
2020-06-12,2047082.0,2021527.0,1902280.0,1750066.0,1906782.9285714286,1759559.642857143
2020-06-13,2071218.0,2047082.0,1922433.0,1772783.0,1928099.7142857143,1780895.7857142857
2020-06-14,2090171.0,2071218.0,1940242.0,1791547.0,1949430.0,1802243.0
2020-06-15,2111266.0,2090171.0,1957154.0,1809384.0,1970993.0,1823544.1785714286
2020-06-16,2135894.0,2111266.0,1977478.0,1829340.0,1992889.7142857143,1844983.5714285714
2020-06-17,2162973.0,2135894.0,1999224.0,1848388.0,2015360.0714285714,1866574.392857143
2020-06-18,2191211.0,2162973.0,2021527.0,1876099.0,2037868.0714285714,1888276.857142857
2020-06-19,2222207.0,2191211.0,2047082.0,1902280.0,2060720.0,1910231.9642857143
2020-06-20,2254073.0,2222207.0,2071218.0,1922433.0,2084408.5714285714,1932613.4285714286
2020-06-21,2279932.0,2254073.0,2090171.0,1940242.0,2108672.1428571427,1955199.8214285714
2020-06-22,2309921.0,2279932.0,2111266.0,1957154.0,2133869.785714286,1978172.0357142857
2020-06-23,2348750.0,2309921.0,2135894.0,1977478.0,2160389.214285714,2001863.2857142857
2020-06-24,2385029.0,2348750.0,2162973.0,1999224.0,2187946.714285714,2026178.607142857
2020-06-25,2424386.0,2385029.0,2191211.0,2021527.0,2216722.3571428573,2051144.9285714286
2020-06-26,2473472.0,2424386.0,2222207.0,2047082.0,2247178.785714286,2076980.857142857
2020-06-27,2514305.0,2473472.0,2254073.0,2071218.0,2278827.8571428573,2103463.785714286
2020-06-28,2557223.0,2514305.0,2279932.0,2090171.0,2312188.714285714,2130809.3571428573
2020-06-29,2598741.0,2557223.0,2309921.0,2111266.0,2347008.3571428573,2159000.6785714286
2020-06-30,2648797.0,2598741.0,2348750.0,2135894.0,2383644.285714286,2188267.0
2020-07-01,2698127.0,2648797.0,2385029.0,2162973.0,2421869.5714285714,2218614.8214285714
2020-07-02,2753211.0,2698127.0,2424386.0,2191211.0,2462012.4285714286,2249940.25
2020-07-03,2804869.0,2753211.0,2473472.0,2222207.0,2503631.1428571427,2282175.5714285714
2020-07-04,2850893.0,2804869.0,2514305.0,2254073.0,2546261.1428571427,2315334.8571428573
2020-07-05,2904843.0,2850893.0,2557223.0,2279932.0,2590897.6428571427,2349784.8928571427
2020-07-06,2948475.0,2904843.0,2598741.0,2309921.0,2636508.6428571427,2385189.214285714
2020-07-07,3005888.0,2948475.0,2648797.0,2348750.0,2683447.0714285714,2421918.1428571427
2020-07-08,3066392.0,3005888.0,2698127.0,2385029.0,2732115.8571428573,2460031.285714286
2020-07-09,3126225.0,3066392.0,2753211.0,2424386.0,2782247.214285714,2499484.785714286
2020-07-10,3194747.0,3126225.0,2804869.0,2473472.0,2833766.8571428573,2540472.8214285714
2020-07-11,3255188.0,3194747.0,2850893.0,2514305.0,2886687.0714285714,2582757.464285714
2020-07-12,3315408.0,3255188.0,2904843.0,2557223.0,2940843.1428571427,2626515.9285714286
2020-07-13,3375033.0,3315408.0,2948475.0,2598741.0,2996292.5714285714,2671650.464285714
2020-07-14,3440790.0,3375033.0,3005888.0,2648797.0,3052863.5,2718253.8928571427
2020-07-15,3507089.0,3440790.0,3066392.0,2698127.0,3110646.5,2766258.035714286
2020-07-16,3577863.0,3507089.0,3126225.0,2753211.0,3169550.214285714,2815781.3214285714
2020-07-17,3644285.0,3577863.0,3194747.0,2804869.0,3229508.5,2866569.8214285714
2020-07-18,3708610.0,3644285.0,3255188.0,2850893.0,3290774.0,2918517.5714285714
2020-07-19,3767603.0,3708610.0,3315408.0,2904843.0,3352399.714285714,2971648.6785714286
2020-07-20,3828459.0,3767603.0,3375033.0,2948475.0,3415255.714285714,3025882.1785714286
2020-07-21,3896754.0,3828459.0,3440790.0,3005888.0,3478889.0,3081168.035714286
2020-07-22,3964204.0,3896754.0,3507089.0,3066392.0,3543018.4285714286,3137567.1428571427
2020-07-23,4031971.0,3964204.0,3577863.0,3126225.0,3607714.5714285714,3194980.8928571427
2020-07-24,4106920.0,4031971.0,3644285.0,3194747.0,3672869.785714286,3253318.3214285714
2020-07-25,4170675.0,4106920.0,3708610.0,3255188.0,3738261.714285714,3312474.3928571427
2020-07-26,4226306.0,4170675.0,3767603.0,3315408.0,3803325.8571428573,3372084.5
2020-07-27,4286303.0,4226306.0,3828459.0,3375033.0,3868416.5714285714,3432354.5714285714
2020-07-28,4350867.0,4286303.0,3896754.0,3440790.0,3933422.0714285714,3493142.785714286
2020-07-29,4414919.0,4350867.0,3964204.0,3507089.0,3998267.0714285714,3554456.785714286
2020-07-30,4484123.0,4414919.0,4031971.0,3577863.0,4062999.9285714286,3616275.0714285714
2020-07-31,4548498.0,4484123.0,4106920.0,3644285.0,4127586.5714285714,3678547.535714286
2020-08-01,4605922.0,4548498.0,4170675.0,3708610.0,4191680.285714286,3741227.1428571427
2020-08-02,4652811.0,4605922.0,4226306.0,3767603.0,4254909.428571428,3803654.5714285714
2020-08-03,4694707.0,4652811.0,4286303.0,3828459.0,4316784.285714285,3866020.0
2020-08-04,4756328.0,4694707.0,4350867.0,3896754.0,4378182.428571428,3928535.714285714
2020-08-05,4810465.0,4756328.0,4414919.0,3964204.0,4438629.642857143,3990824.035714286
2020-08-06,4870501.0,4810465.0,4484123.0,4031971.0,4498524.642857143,4053119.6071428573
2020-08-07,4930942.0,4870501.0,4548498.0,4106920.0,4557383.357142857,4115126.5714285714
2020-08-08,4994709.0,4930942.0,4605922.0,4170675.0,4616242.928571428,4177252.3214285714
2020-08-09,5048872.0,4994709.0,4652811.0,4226306.0,4674997.642857143,4239161.75
2020-08-10,5100509.0,5048872.0,4694707.0,4286303.0,4733155.214285715,4300785.892857143
2020-08-11,5157385.0,5100509.0,4756328.0,4350867.0,4790763.642857143,4362092.857142857
2020-08-12,5212607.0,5157385.0,4810465.0,4414919.0,4847741.357142857,4423004.214285715
2020-08-13,5264053.0,5212607.0,4870501.0,4484123.0,4903450.642857143,4483225.285714285
2020-08-14,5334125.0,5264053.0,4930942.0,4548498.0,4959566.857142857,4543576.714285715
2020-08-15,5386450.0,5334125.0,4994709.0,4605922.0,5015318.857142857,4603499.571428572
2020-08-16,5421027.0,5386450.0,5048872.0,4652811.0,5070191.428571428,4662550.428571428
2020-08-17,5459024.0,5421027.0,5100509.0,4694707.0,5124785.5,4720784.892857143
2020-08-18,5503999.0,5459024.0,5157385.0,4756328.0,5178190.571428572,4778186.5
2020-08-19,5549914.0,5503999.0,5212607.0,4810465.0,5231008.357142857,4834819.0
2020-08-20,5595049.0,5549914.0,5264053.0,4870501.0,5282761.785714285,4890643.214285715
2020-08-21,5642949.0,5595049.0,5334125.0,4930942.0,5333619.428571428,4945501.392857143
2020-08-22,5688220.0,5642949.0,5386450.0,4994709.0,5383155.928571428,4999699.428571428
2020-08-23,5720123.0,5688220.0,5421027.0,5048872.0,5431102.428571428,5053050.035714285
2020-08-24,5754214.0,5720123.0,5459024.0,5100509.0,5477795.642857143,5105475.428571428
2020-08-25,5796776.0,5754214.0,5503999.0,5157385.0,5523466.428571428,5157115.035714285
2020-08-26,5838968.0,5796776.0,5549914.0,5212607.0,5568206.5,5207973.928571428
2020-08-27,5889405.0,5838968.0,5595049.0,5264053.0,5612874.5,5258162.571428572
2020-08-28,5935725.0,5889405.0,5642949.0,5334125.0,5655845.928571428,5307706.392857143
2020-08-29,5978796.0,5935725.0,5688220.0,5386450.0,5698156.357142857,5356737.607142857
2020-08-30,6012964.0,5978796.0,5720123.0,5421027.0,5740437.571428572,5405314.5
2020-08-31,6046490.0,6012964.0,5754214.0,5459024.0,5782399.428571428,5453592.464285715
2020-09-01,6088459.0,6046490.0,5796776.0,5503999.0,5824146.571428572,5501168.571428572
2020-09-02,6128577.0,6088459.0,5838968.0,5549914.0,5865479.642857143,5548244.0
2020-09-03,6173788.0,6128577.0,5889405.0,5595049.0,5906818.142857143,5594789.964285715
2020-09-04,6222447.0,6173788.0,5935725.0,5642949.0,5948210.857142857,5640915.142857143
2020-09-05,6265685.0,6222447.0,5978796.0,5688220.0,5989458.357142857,5686307.142857143
2020-09-06,6294763.0,6265685.0,6012964.0,5720123.0,6030504.071428572,5730803.25
2020-09-07,6319465.0,6294763.0,6046490.0,5754214.0,6070879.142857143,5774337.392857143
2020-09-08,6346568.0,6319465.0,6088459.0,5796776.0,6110150.0,5816808.214285715
2020-09-09,6380419.0,6346568.0,6128577.0,5838968.0,6148825.071428572,5858515.785714285
2020-09-10,6420041.0,6380419.0,6173788.0,5889405.0,6186727.642857143,5899801.071428572
2020-09-11,6464866.0,6420041.0,6222447.0,5935725.0,6224523.428571428,5940184.678571428
2020-09-12,6510481.0,6464866.0,6265685.0,5978796.0,6262500.928571428,5980328.642857143
2020-09-13,6550789.0,6510481.0,6294763.0,6012964.0,6300917.0,6020677.285714285
2020-09-14,6583690.0,6550789.0,6319465.0,6046490.0,6339288.428571428,6060843.928571428
2020-09-15,6621129.0,6583690.0,6346568.0,6088459.0,6377336.285714285,6100741.428571428
2020-09-16,6659478.0,6621129.0,6380419.0,6128577.0,6415257.785714285,6140368.714285715
2020-09-17,6704919.0,6659478.0,6420041.0,6173788.0,6453195.714285715,6180006.928571428
2020-09-18,6755146.0,6704919.0,6464866.0,6222447.0,6491245.642857143,6219728.25
2020-09-19,6800801.0,6755146.0,6510481.0,6265685.0,6529468.214285715,6259463.285714285
2020-09-20,6842406.0,6800801.0,6550789.0,6294763.0,6568585.571428572,6299544.821428572
2020-09-21,6874666.0,6842406.0,6583690.0,6319465.0,6608242.785714285,6339560.964285715
2020-09-22,6912974.0,6874666.0,6621129.0,6346568.0,6648700.357142857,6379425.178571428
2020-09-23,6954204.0,6912974.0,6659478.0,6380419.0,6689685.0,6419255.035714285
2020-09-24,7003201.0,6954204.0,6704919.0,6420041.0,6731339.285714285,6459033.464285715
2020-09-25,7050827.0,7003201.0,6755146.0,6464866.0,6773193.642857143,6498858.535714285
2020-09-26,7094717.0,7050827.0,6800801.0,6510481.0,6814924.785714285,6538712.857142857
2020-09-27,7128424.0,7094717.0,6842406.0,6550789.0,6856184.428571428,6578550.714285715
2020-09-28,7164995.0,7128424.0,6874666.0,6583690.0,6897706.214285715,6618497.321428572
2020-09-29,7207285.0,7164995.0,6912974.0,6621129.0,6939574.5,6658455.392857143
2020-09-30,7246201.0,7207285.0,6954204.0,6659478.0,6981483.285714285,6698370.535714285
2020-10-01,7292563.0,7246201.0,7003201.0,6704919.0,7023457.857142857,6738326.785714285
2020-10-02,7346110.0,7292563.0,7050827.0,6755146.0,7065669.571428572,6778457.607142857
2020-10-03,7395490.0,7346110.0,7094717.0,6800801.0,7108147.357142857,6818807.785714285
2020-10-04,7428860.0,7395490.0,7128424.0,6842406.0,7150036.928571428,6859311.25
2020-10-05,7466807.0,7428860.0,7164995.0,6874666.0,7192332.714285715,6900287.75
2020-10-06,7511828.0,7466807.0,7207285.0,6912974.0,7235108.0,6941904.178571428
2020-10-07,7561295.0,7511828.0,7246201.0,6954204.0,7278471.642857143,6984078.321428572
2020-10-08,7619508.0,7561295.0,7292563.0,7003201.0,7322493.571428572,7026916.428571428
2020-10-09,7674839.0,7619508.0,7346110.0,7050827.0,7367065.857142857,7070129.75
2020-10-10,7730093.0,7674839.0,7395490.0,7094717.0,7412449.857142857,7113687.321428572
2020-10-11,7776973.0,7730093.0,7428860.0,7128424.0,7458774.785714285,7157479.607142857
2020-10-12,7819928.0,7776973.0,7466807.0,7164995.0,7505555.714285715,7201630.964285715
2020-10-13,7870524.0,7819928.0,7511828.0,7207285.0,7552929.928571428,7246252.214285715
2020-10-14,7929695.0,7870524.0,7561295.0,7246201.0,7601750.928571428,7291617.107142857
2020-10-15,7993557.0,7929695.0,7619508.0,7292563.0,7651821.928571428,7337639.892857143
2020-10-16,8063867.0,7993557.0,7674839.0,7346110.0,7703090.285714285,7384379.928571428
2020-10-17,8118717.0,8063867.0,7730093.0,7395490.0,7754749.357142857,7431448.357142857
2020-10-18,8171011.0,8118717.0,7776973.0,7428860.0,7807760.142857143,7478898.535714285
2020-10-19,8239748.0,8171011.0,7819928.0,7466807.0,7862970.214285715,7527651.464285715
2020-10-20,8302319.0,8239748.0,7870524.0,7511828.0,7919433.857142857,7577270.928571428
2020-10-21,8363744.0,8302319.0,7929695.0,7561295.0,7976751.642857143,7627611.642857143
2020-10-22,8443960.0,8363744.0,7993557.0,7619508.0,8035641.071428572,7679067.321428572
2020-10-23,8526092.0,8443960.0,8063867.0,7674839.0,8096444.857142857,7731755.357142857
2020-10-24,8604191.0,8526092.0,8118717.0,7730093.0,8158880.428571428,7785665.142857143
2020-10-25,8664568.0,8604191.0,8171011.0,7776973.0,8222280.071428572,7840527.428571428
2020-10-26,8729038.0,8664568.0,8239748.0,7819928.0,8287216.5,7896386.107142857
2020-10-27,8808015.0,8729038.0,8302319.0,7870524.0,8354180.142857143,7953555.035714285
2020-10-28,8896403.0,8808015.0,8363744.0,7929695.0,8423230.714285715,8012490.821428572
2020-10-29,8989082.0,8896403.0,8443960.0,7993557.0,8494339.642857144,8073080.785714285
2020-10-30,9089581.0,8989082.0,8526092.0,8063867.0,8567604.92857143,8135347.607142857
2020-10-31,9176353.0,9089581.0,8604191.0,8118717.0,8643150.357142856,8198949.857142857
2020-11-01,9254491.0,9176353.0,8664568.0,8171011.0,8720541.785714285,8264150.964285715
2020-11-02,9338429.0,9254491.0,8729038.0,8239748.0,8799019.0,8330994.607142857
2020-11-03,9465331.0,9338429.0,8808015.0,8302319.0,8882091.285714285,8400762.57142857
2020-11-04,9567400.0,9465331.0,8896403.0,8363744.0,8968066.714285715,8472409.17857143
2020-11-05,9697432.0,9567400.0,8989082.0,8443960.0,9057600.42857143,8546620.75
2020-11-06,9826559.0,9697432.0,9089581.0,8526092.0,9150490.92857143,8623467.892857144
2020-11-07,9953781.0,9826559.0,9176353.0,8604191.0,9246890.214285715,8702885.32142857
2020-11-08,10073149.0,9953781.0,9254491.0,8664568.0,9347503.142857144,8784891.607142856
2020-11-09,10192674.0,10073149.0,9338429.0,8729038.0,9452048.57142857,8869632.535714285
2020-11-10,10331958.0,10192674.0,9465331.0,8808015.0,9560901.642857144,8957540.892857144
2020-11-11,10481517.0,10331958.0,9567400.0,8896403.0,9674124.07142857,9048677.392857144
2020-11-12,10641054.0,10481517.0,9697432.0,8989082.0,9792122.07142857,9143230.857142856
2020-11-13,10819815.0,10641054.0,9826559.0,9089581.0,9915710.214285715,9241657.57142857
2020-11-14,10982695.0,10819815.0,9953781.0,9176353.0,10044734.642857144,9343942.5
2020-11-15,11121209.0,10982695.0,10073149.0,9254491.0,10178071.642857144,9449306.714285715
2020-11-16,11276946.0,11121209.0,10192674.0,9338429.0,10316537.142857144,9557778.07142857
2020-11-17,11444298.0,11276946.0,10331958.0,9465331.0,10457891.92857143,9669991.607142856
2020-11-18,11617714.0,11444298.0,10481517.0,9567400.0,10604342.92857143,9786204.82142857
2020-11-19,11809681.0,11617714.0,10641054.0,9697432.0,10755217.857142856,9906409.142857144
2020-11-20,12010766.0,11809681.0,10819815.0,9826559.0,10911232.642857144,10030861.785714285
2020-11-21,12188370.0,12010766.0,10982695.0,9953781.0,11070846.142857144,10158868.17857143
2020-11-22,12333605.0,12188370.0,11121209.0,10073149.0,11232307.285714285,10289905.214285715
2020-11-23,12517891.0,12333605.0,11276946.0,10192674.0,11398394.214285715,10425221.392857144
2020-11-24,12692859.0,12517891.0,11444298.0,10331958.0,11567030.0,10563965.82142857
2020-11-25,12874110.0,12692859.0,11617714.0,10481517.0,11737929.5,10706026.785714285
2020-11-26,12987021.0,12874110.0,11809681.0,10641054.0,11905498.57142857,10848810.32142857
2020-11-27,13202223.0,12987021.0,12010766.0,10819815.0,12075670.57142857,10995690.392857144
2020-11-28,13369712.0,13202223.0,12188370.0,10982695.0,12246171.785714285,11145453.214285715
2020-11-29,13509385.0,13369712.0,12333605.0,11121209.0,12416755.785714285,11297413.714285715
